ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85
Action  1,EMG4L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG5L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG6L,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG7L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG0R,-2,-2,-1,-1,-3,4,4,1,3,9,3,-6,1,2,17,9,-5,-3,4,-7,-6,-7,-6,-2,-2,4,2,-8,1,2,0,-5,0,3,-5,0,2,1,0,-5,0,-4,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG1R,-4,-2,-1,3,-4,13,-20,-128,74,0,10,-5,-3,1,6,12,2,-5,-12,-1,-8,-5,-7,-10,0,0,3,-10,-3,-1,2,-3,-1,-5,-2,2,-1,-2,0,-4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG2R,-5,-1,2,-1,0,5,60,-87,127,59,-3,3,-1,3,-2,0,-2,-5,-7,-2,-9,-5,-2,-4,-1,6,8,0,-2,0,0,-3,3,-2,-1,-1,-2,3,1,-1,-2,-1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG3R,0,0,-1,-2,-3,1,2,-6,-12,1,-3,2,-4,0,5,10,-1,-1,-5,-1,-8,4,3,-1,-5,5,3,1,-2,0,-3,0,2,-2,0,2,-1,-2,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG4R,-1,-1,-2,-3,-2,-9,15,17,-1,17,0,-6,-8,31,2,3,-7,-4,-3,1,-8,26,4,-2,1,0,4,0,1,-1,-2,1,-1,-2,-1,0,-2,-1,0,0,0,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG5R,-3,-3,-4,-3,-1,-6,1,8,7,3,-1,-19,-12,68,8,7,-85,6,17,7,-19,3,16,5,8,-1,-7,4,8,-10,16,12,-11,-5,-5,-3,-2,-2,2,-4,3,-6,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG6R,1,-8,-3,3,-2,4,-18,2,3,-3,-1,-5,-2,14,-9,-22,-5,-4,32,-3,-8,-2,5,5,4,1,4,3,6,4,10,1,-4,7,-2,-1,-2,-1,-4,-3,5,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG7R,-2,-1,-2,-4,-1,1,25,6,6,1,0,-12,2,1,7,-3,-21,1,16,-9,-5,-4,-1,2,-1,11,36,-1,0,13,-10,-7,18,3,2,3,1,-4,15,-1,0,2,-1,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRX,1,1.5,1.4375,0.8125,6.625,5.625,-42.625,40.4375,50.5625,165.375,227.0625,152.4375,113.1875,15.75,-36.3125,-36.6875,104,89.5,52.75,-61.9375,-13.6875,-36.4375,-60.9375,-148.9375,-195.4375,-170.5,-86.25,-108,-35.4375,-78.875,-87.875,23.625,18.75,6.6875,11.4375,4.8125,1.9375,6.125,7.6875,-3.5625,2.8125,-0.6875,-1.0625,4.125,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRY,1,1.5,1.4375,0.8125,6.625,5.625,-42.625,40.4375,50.5625,165.375,227.0625,152.4375,113.1875,15.75,-36.3125,-36.6875,104,89.5,52.75,-61.9375,-13.6875,-36.4375,-60.9375,-148.9375,-195.4375,-170.5,-86.25,-108,-35.4375,-78.875,-87.875,23.625,18.75,6.6875,11.4375,4.8125,1.9375,6.125,7.6875,-3.5625,2.8125,-0.6875,-1.0625,4.125,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRZ,1,1.5,1.4375,0.8125,6.625,5.625,-42.625,40.4375,50.5625,165.375,227.0625,152.4375,113.1875,15.75,-36.3125,-36.6875,104,89.5,52.75,-61.9375,-13.6875,-36.4375,-60.9375,-148.9375,-195.4375,-170.5,-86.25,-108,-35.4375,-78.875,-87.875,23.625,18.75,6.6875,11.4375,4.8125,1.9375,6.125,7.6875,-3.5625,2.8125,-0.6875,-1.0625,4.125,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ORL,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,3.16738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OPL,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,2.919617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OYL,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,6.291383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ORR,6.825675,6.826889,6.829497,6.82967,6.831744,6.832971,6.756657,6.655889,6.706574,6.825476,7.436841,8.095503,8.319839,8.40328,8.235101,8.203426,8.409936,8.524422,8.507699,8.234686,8.159346,8.053646,7.865191,7.493025,7.192785,7.006025,6.806816,6.651608,6.692018,6.758638,6.764988,6.864357,6.860887,6.873681,6.876952,6.895951,6.887288,6.875285,6.866924,6.853512,6.831084,6.802866,6.766378,6.743684,6.741323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OPR,3.243194,3.246069,3.249077,3.25043,3.252295,3.252106,3.313052,3.464025,4.380251,4.870189,5.737873,6.122389,6.188676,6.101701,5.749975,5.699975,6.010333,6.197051,6.243633,5.89632,5.906065,6.014215,5.866571,5.351686,4.864306,4.529464,3.966159,3.565154,3.351965,3.252704,3.238314,3.192312,3.199148,3.202409,3.199105,3.203195,3.212239,3.218537,3.228746,3.236875,3.237461,3.240308,3.238519,3.232294,3.230348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OYR,1.896212,1.898975,1.900837,1.902206,1.913721,1.916036,1.978154,2.1144,2.419396,2.549136,2.923473,3.375507,3.510538,3.540694,3.416021,3.451483,3.662387,3.695049,3.562065,3.172554,3.136079,3.048911,2.850461,2.645093,2.564902,2.540756,2.423187,2.276539,2.16583,1.980511,1.921869,1.796004,1.830673,1.833809,1.841594,1.84606,1.870911,1.888712,1.91225,1.938601,1.962946,1.99743,2.031496,2.060392,2.075058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALX,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALY,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,-0.2363281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALZ,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0.1142578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARX,0.8740234,0.8754883,0.8808594,0.8706055,0.871582,0.8701172,0.8847656,0.8818359,0.8754883,0.8808594,0.8789063,0.8759766,0.8774414,0.9833984,1.255371,1.435059,0.3930664,-0.4501953,-0.28125,-0.2553711,-0.1328125,0.08642578,-0.2329102,-0.7905273,-0.78125,-0.5361328,-0.3330078,-0.644043,-0.5419922,-0.3613281,-0.2890625,-0.2197266,-0.03173828,0.05566406,0.996582,1.09668,0.8881836,1.037598,1.06543,0.8486328,0.8481445,0.9042969,0.9101563,0.8759766,0.8837891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARY,0.387207,0.3945313,0.3857422,0.3925781,0.390625,0.4038086,0.3984375,0.394043,0.3964844,0.387207,0.3955078,0.3867188,0.394043,0.3491211,0.5341797,1.122559,1.371094,0.8823242,0.9672852,0.6435547,0.3857422,0.3818359,0.8764648,1.087402,0.7983398,0.4042969,0.4995117,0.6489258,0.6220703,0.5883789,0.6772461,1.029297,1.029297,1.055176,0.7412109,0.4604492,0.7636719,0.5908203,0.3496094,0.4477539,0.4150391,0.3847656,0.3535156,0.3857422,0.3803711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARZ,0.1899414,0.1923828,0.1870117,0.1889648,0.1899414,0.1855469,0.1879883,0.184082,0.1958008,0.1928711,0.1782227,0.1787109,0.1850586,0.1850586,-0.1787109,0.4169922,0.6274414,0.3608398,0.3095703,0.2880859,0.05175781,-0.140625,-0.2270508,-0.3779297,-0.6855469,-0.5673828,-0.1870117,-0.3027344,-0.2822266,-0.1171875,0.002441406,0.2753906,0.355957,0.355957,0.1479492,0.2827148,0.1835938,0.04931641,0.07958984,0.1669922,0.1191406,0.1367188,0.1748047,0.1445313,0.1616211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG0L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG2L,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG3L,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG4L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG5L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG6L,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG7L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG0R,-2,-2,0,2,-2,-7,5,-5,0,-5,1,-5,-4,9,8,27,-14,-14,7,1,0,-10,6,-2,-7,5,3,-2,1,2,-7,7,-1,-16,-5,-1,10,0,8,0,5,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG1R,-2,1,1,-1,0,-5,0,-1,-4,1,1,-4,-5,4,-25,-56,-29,-99,-2,2,0,-12,-1,-4,-5,14,11,4,-6,-2,0,7,2,0,-4,1,-1,-3,0,2,2,0,-4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG2R,-2,0,-3,0,-1,-4,0,-3,-2,1,2,0,-2,-3,5,-121,41,-27,-13,-5,-10,-8,-11,-2,-2,10,1,2,-1,0,3,1,-1,1,-5,0,1,0,3,0,-1,0,-3,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
