ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55
Action 1,EMG1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-4,-3,-1,-1,-1,-1,0,0,-1,2,1,-3,-1,0,0,0,0,0,0,0,0,0,0,0
Action 1,EMG2R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3,2,-1,1,-2,-1,-3,1,0,-1,-2,-2,0,2,2,-3,1,0,0,0,0,0,0,0,0,0,0
Action 1,EMG3R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,-6,1,12,-4,0,-4,-1,0,1,1,-4,-1,-6,-2,0,-1,-3,0,0,0,0,0,0,0,0,0,0
Action 1,EMG4R,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3,-6,8,5,-2,1,-2,-2,-4,7,9,-5,0,-4,0,2,3,-2,0,0,0,0,0,0,0,0,0,0
Action 1,EMG5R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-3,-1,0,1,-2,0,0,-1,-1,-4,-2,2,0,0,-7,-3,0,0,0,0,0,0,0,0,0,0
Action 1,EMG6R,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4,3,-4,0,2,-2,-3,5,3,-1,4,-6,-3,4,-5,-3,-1,-4,0,0,0,0,0,0,0,0,0,0
Action 1,EMG7R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,5,-1,-2,-1,-1,1,-1,1,-1,-2,-2,-1,-2,-3,3,0,-4,0,0,0,0,0,0,0,0,0,0
Action 1,GLX,0.25,-2.1875,1.3125,-0.3125,-1.9375,2.25,-3.125,0.4375,0.4375,2.125,-10.75,-43.1875,-20.625,-32.6875,-28.9375,-17.625,-20.375,-12.8125,2.75,-2.25,3,-4.1875,7,3.9375,2.5,14.375,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,5.875,16.1875,5.6875,7.125,4.3125,0.8125,4.625,0,0,0,0,0,0,0,0,0,0
Action 1,GLY,0.25,-2.1875,1.3125,-0.3125,-1.9375,2.25,-3.125,0.4375,0.4375,2.125,-10.75,-43.1875,-20.625,-32.6875,-28.9375,-17.625,-20.375,-12.8125,2.75,-2.25,3,-4.1875,7,3.9375,2.5,14.375,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,5.875,16.1875,5.6875,7.125,4.3125,0.8125,4.625,0,0,0,0,0,0,0,0,0,0
Action 1,GLZ,0.25,-2.1875,1.3125,-0.3125,-1.9375,2.25,-3.125,0.4375,0.4375,2.125,-10.75,-43.1875,-20.625,-32.6875,-28.9375,-17.625,-20.375,-12.8125,2.75,-2.25,3,-4.1875,7,3.9375,2.5,14.375,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,5.875,16.1875,5.6875,7.125,4.3125,0.8125,4.625,0,0,0,0,0,0,0,0,0,0
Action 1,GRX,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,-4.6875,-6.4375,-5.1875,3.9375,4.8125,6.25,7.0625,3.5625,4.6875,3,-0.25,-3.5,-0.9375,0.9375,-0.125,-4.6875,5.0625,-3.375,0,0,0,0,0,0,0,0,0,0
Action 1,GRY,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,-4.6875,-6.4375,-5.1875,3.9375,4.8125,6.25,7.0625,3.5625,4.6875,3,-0.25,-3.5,-0.9375,0.9375,-0.125,-4.6875,5.0625,-3.375,0,0,0,0,0,0,0,0,0,0
Action 1,GRZ,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,-4.6875,-6.4375,-5.1875,3.9375,4.8125,6.25,7.0625,3.5625,4.6875,3,-0.25,-3.5,-0.9375,0.9375,-0.125,-4.6875,5.0625,-3.375,0,0,0,0,0,0,0,0,0,0
Action 1,ORL,3.212959,3.194779,3.172357,3.15095,3.13248,3.11246,3.105998,3.103441,3.104801,3.157943,3.343735,3.486843,3.5359,3.564031,3.552444,3.557218,3.535942,3.534925,3.551065,3.554721,3.572488,3.567392,3.577316,3.574727,3.590789,3.607656,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,3.615593,7.014688,7.03391,7.041504,7.053632,7.046592,7.043159,7.035787,0,0,0,0,0,0,0,0,0,0
Action 1,OPL,2.974556,2.969627,2.964882,2.960306,2.956315,2.953626,2.952123,2.950992,2.951005,2.975366,3.081683,3.307041,3.717631,4.003189,4.150704,4.341163,4.411884,4.518674,4.578264,4.600739,4.683545,4.701948,4.724767,4.716961,4.723143,4.748795,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.768921,4.774298,4.736122,4.733293,4.791105,4.882126,5.002488,5.127781,0,0,0,0,0,0,0,0,0,0
Action 1,OYL,5.268548,5.287091,5.311131,5.33301,5.350624,5.376069,5.381073,5.383119,5.38175,5.330974,5.135641,4.909528,4.735181,4.638942,4.592193,4.495997,4.443682,4.373224,4.325979,4.311118,4.255455,4.25896,4.295474,4.322745,4.335505,4.336493,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.334448,4.858392,4.833068,4.811811,4.777201,4.767383,4.777797,4.80912,0,0,0,0,0,0,0,0,0,0
Action 1,ORR,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,6.991993,3.619346,3.609632,3.601708,3.600596,3.596478,3.606242,3.608201,3.618742,3.62232,3.627136,3.629359,3.626866,3.628202,3.632969,3.633881,3.629897,3.62903,3.628721,0,0,0,0,0,0,0,0,0,0
Action 1,OPR,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,3.048754,4.805911,4.789908,4.729233,4.677531,4.654551,4.67525,4.719135,4.756454,4.778862,4.795113,4.810247,4.803329,4.803329,4.805514,4.798404,4.780737,4.756012,4.738352,0,0,0,0,0,0,0,0,0,0
Action 1,OYR,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,7.28897,4.284416,4.247045,4.234487,4.254722,4.29964,4.329566,4.366596,4.387148,4.394706,4.396455,4.384662,4.364212,4.350627,4.323592,4.306074,4.296155,4.293635,4.297509,0,0,0,0,0,0,0,0,0,0
Action 2,ALX,-0.02636719,-0.002441406,0.02246094,0.01806641,0.02001953,0.01855469,0.01367188,0.00390625,-0.002929688,-0.006347656,-0.02050781,-0.02783203,-0.08154297,-0.1577148,-0.08007813,0.1220703,0.296875,0.2646484,0.02148438,-0.1030273,-0.3325195,-0.4375,-0.3256836,-0.3037109,-0.203125,-0.1679688,-0.1713867,-0.1850586,-0.1503906,-0.1611328,-0.1586914,-0.1459961,-0.1508789,-0.1547852,-0.1376953,-0.1376953,-0.1381836,-0.1328125,-0.1225586,-0.1254883,-0.1254883,-0.1225586,-0.1074219,-0.1157227,-0.09179688,0,0,0,0,0,0,0,0,0,0
Action 2,ALY,0.862793,0.8413086,0.8637695,0.887207,0.8740234,0.8666992,0.8662109,0.855957,0.8520508,0.8564453,0.8671875,0.8618164,0.8339844,0.9047852,1.037598,1.20752,1.185059,0.972168,0.7124023,0.640625,0.6826172,0.90625,0.9926758,1.004395,0.9414063,0.90625,0.8920898,0.8647461,0.9052734,0.8823242,0.8994141,0.8808594,0.8828125,0.8891602,0.8857422,0.8891602,0.8798828,0.8842773,0.8769531,0.8647461,0.8808594,0.8681641,0.8837891,0.8764648,0.8740234,0,0,0,0,0,0,0,0,0,0
Action 2,ALZ,0.5229492,0.5068359,0.5385742,0.5327148,0.5205078,0.5180664,0.5214844,0.5263672,0.5283203,0.5244141,0.5146484,0.5205078,0.4648438,0.4301758,0.4223633,0.5058594,0.5874023,0.4707031,0.4018555,0.3344727,0.3149414,0.3540039,0.3994141,0.4257813,0.4277344,0.4423828,0.4692383,0.4516602,0.4521484,0.4887695,0.487793,0.4697266,0.4833984,0.4902344,0.4868164,0.4897461,0.46875,0.4775391,0.4794922,0.4868164,0.496582,0.4790039,0.484375,0.4980469,0.5019531,0,0,0,0,0,0,0,0,0,0
Action 2,ARX,0.06982422,0.07128906,0.08105469,0.08740234,0.06884766,0.07470703,0.07519531,0.07958984,0.09375,0.09960938,0.08496094,0.08007813,0.07373047,0.06054688,0.03857422,0.04052734,0.06982422,0.07421875,0.06835938,0.078125,0.07617188,0.06738281,0.03076172,0.046875,0.03466797,0.05566406,0.06201172,0.0546875,0.05078125,0.05957031,0.06005859,0.05029297,0.0546875,0.04980469,0.05712891,0.05566406,0.05810547,0.05761719,0.06494141,0.06591797,0.06201172,0.06640625,0.06445313,0.06787109,0.06445313,0,0,0,0,0,0,0,0,0,0
Action 2,ARY,-0.7392578,-0.7290039,-0.7324219,-0.7348633,-0.7368164,-0.7397461,-0.7348633,-0.7275391,-0.7353516,-0.7382813,-0.7412109,-0.7412109,-0.7387695,-0.7373047,-0.7055664,-0.7133789,-0.7226563,-0.7446289,-0.7485352,-0.7382813,-0.7480469,-0.7373047,-0.7338867,-0.706543,-0.7387695,-0.7397461,-0.7446289,-0.7348633,-0.7436523,-0.7319336,-0.7495117,-0.7412109,-0.7368164,-0.730957,-0.7333984,-0.7485352,-0.7285156,-0.7368164,-0.7387695,-0.7353516,-0.7421875,-0.7475586,-0.7392578,-0.7246094,-0.737793,0,0,0,0,0,0,0,0,0,0
Action 2,ARZ,0.699707,0.6835938,0.6899414,0.6923828,0.6875,0.6894531,0.6889648,0.6860352,0.7016602,0.703125,0.6884766,0.6962891,0.7109375,0.675293,0.6855469,0.6977539,0.6904297,0.7050781,0.706543,0.6933594,0.7060547,0.7001953,0.6923828,0.6875,0.703125,0.6962891,0.6918945,0.6948242,0.6958008,0.6914063,0.6958008,0.6875,0.6914063,0.6899414,0.6967773,0.6904297,0.6865234,0.6884766,0.6928711,0.6884766,0.6875,0.6928711,0.6899414,0.6855469,0.6943359,0,0,0,0,0,0,0,0,0,0
Action 2,EMG0L,-1,-2,2,4,-2,1,-3,-1,0,-2,-1,0,-3,1,-5,2,3,4,-3,-7,-4,-4,-3,1,3,-3,-2,-1,2,0,-2,-1,0,-3,1,3,-3,4,-1,0,0,-3,-2,-4,2,0,0,0,0,0,0,0,0,0,0
Action 2,EMG1L,2,1,-2,2,-2,0,0,0,0,2,1,-3,-9,8,-6,1,0,0,-5,-8,-1,-11,0,1,0,-11,4,1,-3,0,-3,2,1,-4,-3,3,-4,1,-1,2,0,-3,1,-1,-4,0,0,0,0,0,0,0,0,0,0
Action 2,EMG2L,0,-3,-2,4,1,-2,3,-4,-3,4,-2,3,-3,3,6,0,-3,-2,-7,3,-4,-1,1,5,7,10,5,-1,-3,-3,-2,-2,-3,1,-2,-2,-2,-2,1,-1,-1,-1,0,-4,-1,0,0,0,0,0,0,0,0,0,0
Action 2,EMG3L,-2,0,-4,3,-2,-1,5,-1,-1,3,3,2,5,1,5,-1,-13,10,0,8,-3,1,4,2,1,3,5,-8,-4,-6,0,0,-4,6,-4,-5,-2,-2,4,2,-5,1,-1,0,1,0,0,0,0,0,0,0,0,0,0
Action 2,EMG4L,-4,1,-5,0,-7,0,2,0,-2,5,6,-3,-2,-5,2,3,-13,6,7,0,0,-10,-5,-4,-8,1,-8,-17,3,-8,0,0,-8,5,-6,-5,-2,-5,3,-2,-2,2,-3,-1,-1,0,0,0,0,0,0,0,0,0,0
Action 2,EMG5L,-17,0,-1,3,-13,-3,-3,3,-1,-9,5,-12,12,-7,4,2,-8,1,-2,-2,-3,3,-5,8,-11,1,-3,-21,7,-8,3,9,-9,6,-5,8,-1,7,7,2,1,0,-5,1,-2,0,0,0,0,0,0,0,0,0,0
Action 2,EMG6L,-6,-1,-6,1,-1,-4,1,-6,-3,-3,-4,-15,-8,10,-6,2,-2,-9,-4,-8,-1,2,-3,0,0,7,-23,-1,4,-8,-3,-1,-11,-7,-1,11,-2,-1,0,2,-1,-7,-8,-2,5,0,0,0,0,0,0,0,0,0,0
Action 2,EMG7L,0,-2,0,2,1,1,-3,0,-1,2,1,5,5,-5,0,-1,-1,-1,0,-2,-2,0,6,3,-1,5,-3,1,1,-4,9,-3,1,-3,1,1,0,1,-1,-2,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0
Action 2,EMG0R,2,-2,0,-1,-1,-1,-3,-1,-2,-3,-4,1,1,-3,0,2,-2,1,0,-2,0,-2,-1,-1,0,0,-1,-2,-3,0,-1,-4,0,0,-3,1,-1,-1,-1,1,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Action 2,EMG1R,1,-3,0,-3,0,-3,-3,1,-3,1,-3,0,-1,-3,-2,0,-3,-1,-3,-3,0,-1,0,-3,2,0,1,0,-3,0,-2,0,-3,1,-1,0,-1,0,1,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0
Action 2,EMG2R,0,-2,0,-2,-3,-1,-4,1,-1,-2,-1,-6,-1,0,1,-4,0,-2,3,1,-4,0,-4,-2,-2,-2,1,-2,-1,-1,0,2,-2,3,0,-1,1,-1,-4,-1,-1,-2,0,-4,-2,0,0,0,0,0,0,0,0,0,0
Action 2,EMG3R,-1,2,-4,-4,0,-3,-1,-3,-6,4,-1,-2,-1,-8,4,4,-1,3,4,-1,-3,-1,-6,-4,0,-2,9,-3,1,-7,-3,1,1,1,1,-1,-2,-4,-4,-3,-3,-1,2,-3,3,0,0,0,0,0,0,0,0,0,0
Action 2,EMG4R,4,5,3,-5,5,-1,2,-3,0,2,-7,1,-5,-3,1,6,1,6,11,6,-3,1,-4,-2,-8,-3,5,-7,8,-4,-1,-1,-1,-3,4,-11,-2,-4,-1,-2,-3,3,-2,-2,3,0,0,0,0,0,0,0,0,0,0
Action 2,EMG5R,1,3,-4,0,-3,-4,1,-3,1,1,-4,-2,-2,-2,-4,2,-1,-1,0,-1,-2,-4,-4,-3,-4,1,-4,-2,-5,1,-2,-2,-1,2,-1,-1,-2,-1,0,-1,-1,2,-3,1,0,0,0,0,0,0,0,0,0,0,0
Action 2,EMG6R,-6,2,-3,4,-4,2,-4,-2,-3,3,1,-2,0,-5,-4,-4,-2,-4,2,3,-4,0,0,0,-3,1,0,-4,-4,0,1,0,-2,0,-2,0,-4,-6,1,-3,0,1,0,-4,1,0,0,0,0,0,0,0,0,0,0
Action 2,EMG7R,0,-1,-2,-1,0,-4,-1,-1,-1,-3,0,0,-2,-2,-3,-6,0,2,1,2,2,0,-2,2,-3,-1,-2,-3,-2,2,-2,-5,-1,-2,-1,-2,0,-2,-1,-3,1,-2,0,-4,0,0,0,0,0,0,0,0,0,0,0
Action 2,GLX,-0.8125,1.25,0.5625,-2.875,-1.875,0.5625,2.1875,0.3125,-0.4375,-3.125,-0.25,-0.8125,12.5625,22.25,52.0625,37.25,20.875,-1.0625,8.6875,10.25,-26.5625,-26.0625,-30.3125,-24.75,-16.1875,-3.8125,-4.125,0.1875,2.125,-0.3125,-5.125,-0.375,-1,-0.9375,1,-0.875,0.125,0.875,0.4375,-0.8125,-2.0625,-3.875,-1.625,-4,-3.6875,0,0,0,0,0,0,0,0,0,0
Action 2,GLY,-0.8125,1.25,0.5625,-2.875,-1.875,0.5625,2.1875,0.3125,-0.4375,-3.125,-0.25,-0.8125,12.5625,22.25,52.0625,37.25,20.875,-1.0625,8.6875,10.25,-26.5625,-26.0625,-30.3125,-24.75,-16.1875,-3.8125,-4.125,0.1875,2.125,-0.3125,-5.125,-0.375,-1,-0.9375,1,-0.875,0.125,0.875,0.4375,-0.8125,-2.0625,-3.875,-1.625,-4,-3.6875,0,0,0,0,0,0,0,0,0,0
Action 2,GLZ,-0.8125,1.25,0.5625,-2.875,-1.875,0.5625,2.1875,0.3125,-0.4375,-3.125,-0.25,-0.8125,12.5625,22.25,52.0625,37.25,20.875,-1.0625,8.6875,10.25,-26.5625,-26.0625,-30.3125,-24.75,-16.1875,-3.8125,-4.125,0.1875,2.125,-0.3125,-5.125,-0.375,-1,-0.9375,1,-0.875,0.125,0.875,0.4375,-0.8125,-2.0625,-3.875,-1.625,-4,-3.6875,0,0,0,0,0,0,0,0,0,0
Action 2,GRX,-0.25,-2.3125,-1.4375,0,0.875,-0.5,-1.75,-2.3125,-2.625,2.3125,0.9375,0.75,0.6875,4,-2.3125,-1.9375,-0.625,2.9375,1.5625,0.875,-0.5625,-2.375,-3.75,-4.75,4.8125,2.375,-2.0625,0.0625,-2.375,-1.0625,-1.125,-1.75,-2,-1.0625,0.5,-1.0625,-1.125,0.125,0.3125,-0.8125,0.4375,0.3125,0,0.375,1.125,0,0,0,0,0,0,0,0,0,0
Action 2,GRY,-0.25,-2.3125,-1.4375,0,0.875,-0.5,-1.75,-2.3125,-2.625,2.3125,0.9375,0.75,0.6875,4,-2.3125,-1.9375,-0.625,2.9375,1.5625,0.875,-0.5625,-2.375,-3.75,-4.75,4.8125,2.375,-2.0625,0.0625,-2.375,-1.0625,-1.125,-1.75,-2,-1.0625,0.5,-1.0625,-1.125,0.125,0.3125,-0.8125,0.4375,0.3125,0,0.375,1.125,0,0,0,0,0,0,0,0,0,0
Action 2,GRZ,-0.25,-2.3125,-1.4375,0,0.875,-0.5,-1.75,-2.3125,-2.625,2.3125,0.9375,0.75,0.6875,4,-2.3125,-1.9375,-0.625,2.9375,1.5625,0.875,-0.5625,-2.375,-3.75,-4.75,4.8125,2.375,-2.0625,0.0625,-2.375,-1.0625,-1.125,-1.75,-2,-1.0625,0.5,-1.0625,-1.125,0.125,0.3125,-0.8125,0.4375,0.3125,0,0.375,1.125,0,0,0,0,0,0,0,0,0,0
Action 2,ORL,6.644444,6.643423,6.643395,6.640411,6.638333,6.639045,6.641013,6.644399,6.643595,6.637101,6.63546,6.635121,6.650505,6.699349,6.794898,6.877205,6.918078,6.926074,6.930538,6.949701,6.938085,6.877512,6.826509,6.785361,6.754559,6.74278,6.734523,6.729493,6.735317,6.72302,6.715216,6.710546,6.709864,6.710004,6.70995,6.709428,6.710532,6.712309,6.712889,6.710281,6.705227,6.700887,6.696959,6.685705,6.679578,0,0,0,0,0,0,0,0,0,0
Action 2,OPL,5.027294,5.002601,4.972343,4.96342,4.965339,4.973429,4.976955,4.984032,4.989208,4.997706,4.999953,4.999884,4.977666,4.911238,4.886573,4.919377,5.030053,5.250173,5.482818,5.597898,5.613672,5.458888,5.350941,5.30348,5.294993,5.287445,5.277165,5.271266,5.264407,5.247016,5.236445,5.228261,5.224167,5.215984,5.21052,5.209022,5.206774,5.203052,5.19644,5.190561,5.184216,5.180475,5.173146,5.160047,5.148136,0,0,0,0,0,0,0,0,0,0
Action 2,OYL,4.002375,4.00642,4.018758,4.025003,4.024145,4.016447,4.012239,4.002022,3.997365,3.986968,3.982912,3.979875,3.977697,3.973675,3.947456,3.897487,3.850796,3.834447,3.862741,3.896521,3.966654,3.98051,3.964082,3.94816,3.930687,3.91263,3.901748,3.888837,3.882283,3.878095,3.874556,3.871261,3.87171,3.87111,3.870648,3.870854,3.868642,3.866932,3.865187,3.864892,3.861084,3.85964,3.856056,3.857277,3.856388,0,0,0,0,0,0,0,0,0,0
